鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,24.12,住,,,10011,土地3建物1車位1,五層,011,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030605,135.16,2,2,1,有,有,14700000,140558,坡道平面,41.96,1600000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,41.15,住,,,10011,土地3建物1車位2,三層,011,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030605,241.17000000000002,3,2,2,有,有,24050000,134499,坡道機械,83.92,2900000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,41.15,住,,,10012,土地3建物1車位2,四層,011,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030605,241.17000000000002,3,2,2,有,有,24030000,128649,坡道平面,83.92,3800000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,39.24,住,,,10101,土地3建物1車位1,五層,011,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030605,199.2,3,2,2,有,有,20440000,121089,坡道平面,41.96,1400000
中正區,房地(土地+建物)+車位,臺北市中正區水源路61~90號,18.87,商,,,10307,土地2建物1車位1,三層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950731,178.38,4,2,2,有,有,36000000,201816,坡道機械,5.35,0
文山區,車位,臺北市文山區木新路三段95巷1~30號,0.42,住,,,10307,土地0建物0車位1,地下二層,013,其他,停車空間,鋼筋混凝土造,0990324,43.21,0,0,0,有,有,2200000,,坡道機械,43.21,2200000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷121~150號,39.24,住,,,10011,土地3建物1車位1,七層,011,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030605,199.2,3,2,2,有,有,23090000,134762,坡道平面,41.96,1900000
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段364巷1~30號,41.39,住,,,10307,土地1建物1車位1,三層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,159.8,3,2,2,有,有,25500000,159574,坡道平面,0.0,0
萬華區,車位,臺北市萬華區長沙街二段91~120號,0.75,商,,,10308,土地0建物0車位1,六層,022,其他,商業用,鋼骨鋼筋混凝土造,0860726,0.73,0,0,0,有,有,2250000,,坡道平面,0.0,2250000
大同區,房地(土地+建物),臺北市大同區寧夏路31~60號,3.59,商,,,10307,土地1建物1車位0,八層,011,套房(1房1廳1衛),住家用,鋼筋混凝土造,0711224,34.57,1,1,1,有,有,4168000,120567,,0.0,0
大同區,房地(土地+建物),臺北市大同區承德路二段175巷1~30號,24.3,住,,,10306,土地2建物1車位0,五層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740905,127.13,3,2,2,有,有,23000000,180917,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段364巷1~30號,41.39,住,,,10307,土地1建物1車位1,四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,159.8,3,2,2,有,有,24800000,155194,坡道平面,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷61~90號,41.39,住,,,10307,土地1建物1車位1,十二層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,159.8,3,2,2,有,有,9890000,61890,坡道平面,0.0,0
大同區,房地(土地+建物),臺北市大同區民權西路271~300號,6.58,住,,,10307,土地3建物1車位0,六層,011,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840113,33.019999999999996,1,1,1,有,有,5800000,175651,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區舊宗路一段31~60號,18.04,商,,,10306,土地1建物1車位1,二層,005,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0920910,70.83,3,2,2,有,有,17200000,242835,坡道機械,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區林森北路301~330號,5.89,商,,,10307,土地1建物1車位1,一層,014,店面(店鋪),商業用,鋼筋混凝土造,0920213,48.6,0,1,0,有,有,45000000,925926,塔式車位,0.0,0
中山區,房地(土地+建物),臺北市中山區新生北路三段1~30號,3.32,商,,,10307,土地1建物1車位0,十二層,012,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700703,31.43,1,1,1,有,有,6000000,190900,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區成功路三段174巷31~60號,4.42,商,,,10307,土地2建物1車位0,七層,010,套房(1房1廳1衛),住家用,鋼筋混凝土造,0801209,38.53,1,1,1,有,有,7750000,201142,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路281巷19弄1~30號,74.48,住,,,10307,土地1建物1車位2,十層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990324,386.52,3,2,3,有,有,76250000,197273,坡道平面,70.42,0
內湖區,房地(土地+建物),臺北市內湖區內湖路一段285巷63弄1~30號,31.38,住,,,10307,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691008,128.09,5,0,5,有,無,20700000,161605,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區成功路五段1~30號,525.84,商,,,10307,土地1建物1車位0,地下一層,016,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840725,2885.07,0,0,0,無,有,90199999,31264,,0.0,0
中山區,房地(土地+建物),臺北市中山區天祥路16巷1~30號,8.55,商,,,10307,土地1建物1車位0,三層，露台，走廊,007,套房(1房1廳1衛),住家用,鋼筋混凝土造,0590930,42.38,0,0,0,無,有,4650000,109722,,0.0,0
中山區,房地(土地+建物),臺北市中山區松江路31~60號,5.94,商,,,10307,土地2建物1車位0,九層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790514,46.57,2,1,1,有,有,9700000,208289,,0.0,0
中山區,房地(土地+建物),臺北市中山區撫順街1~30號,3.52,商,,,10307,土地1建物1車位0,四層,008,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0711116,26.650000000000002,0,0,0,無,有,5750000,215760,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段211~240號,61.87,住,,,10307,土地2建物1車位2,六層,011,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0960731,253.10000000000002,3,2,2,有,有,39900000,157645,坡道平面,0.0,0
信義區,車位,臺北市信義區信義路五段150巷301~330號,5.48,住,,,10307,土地0建物0車位1,一層,013,其他,住家用,鋼筋混凝土造,0980408,39.52,0,0,0,有,有,2900000,,坡道平面,39.4,2900000
信義區,房地(土地+建物),臺北市信義區信義路六段76巷8弄61~90號,22.2,住,,,10307,土地1建物1車位0,一層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670222,76.81,3,2,1,有,無,12200000,158833,,0.0,0
南港區,車位,臺北市南港區成福路181~210號,0.03,住,,,10307,土地0建物0車位1,一層,008,其他,見其他登記事項,鋼筋混凝土造,0950301,9.200000000000001,0,0,0,有,有,1000000,,坡道機械,0.0,1000000
松山區,房地(土地+建物),臺北市松山區八德路四段631~660號,4.2,商,,,10307,土地1建物1車位0,十二層,013,套房(1房1廳1衛),住家用,鋼筋混凝土造,1021216,42.61,1,1,1,有,有,13500000,316827,,0.0,0
松山區,房地(土地+建物),臺北市松山區敦化南路一段31~60號,7.65,其他,,,10307,土地4建物1車位0,八層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,58.17,3,1,1,有,有,21000000,361011,,0.0,0
松山區,房地(土地+建物)+車位,臺北市松山區八德路四段631~660號,4.18,商,,,10307,土地1建物1車位1,十二層,013,套房(1房1廳1衛),住家用,鋼筋混凝土造,1021216,70.21000000000001,1,1,1,有,有,15800000,315435,坡道平面,28.68,2700000
信義區,房地(土地+建物)+車位,臺北市信義區信安街103巷1~30號,70.17,住,,,10305,土地1建物1車位1,五層,005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021022,219.86,3,2,2,有,有,46600000,211953,升降平面,40.55,0
松山區,車位,臺北市松山區市民大道五段1~30號,1.58,住,,,10307,土地0建物0車位9,一層,009,其他,見其他登記事項,鋼筋混凝土造,0970221,92.21,0,0,0,有,有,9800000,,其他,85.86,0
中山區,房地(土地+建物),臺北市中山區林森北路61~90號,34.56,商,,,10307,土地1建物1車位0,四層,012,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0740523,388.77,0,0,0,無,無,58780000,151195,,0.0,0
內湖區,土地,舊宗段31~60地號,439.5,工,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,171502800,390223,,0.0,0
中山區,房地(土地+建物),臺北市中山區林森北路85巷1~30號,8.83,商,,,10306,土地1建物1車位0,四層,005,套房(1房1廳1衛),住家用,鋼筋混凝土造,0760710,38.87,1,1,1,有,無,6000000,154361,,0.0,0
南港區,房地(土地+建物)+車位,臺北市南港區八德路四段768巷1~30號,164.74,工,,,10306,土地2建物2車位2,三層,007,辦公商業大樓,工業用,鋼筋混凝土造,0781023,778.53,0,0,0,無,有,117750000,151249,坡道平面,0.0,4000000
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段91~120號,8.54,其他,,,10306,土地1建物2車位1,七層,019,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,86.8,1,1,1,有,有,21820000,251382,坡道平面,12.97,0
松山區,房地(土地+建物),臺北市松山區八德路四段631~660號,15.08,商,,,10306,土地1建物1車位0,三層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,0980727,159.23000000000002,4,2,2,有,有,30500000,191547,,0.0,0
信義區,房地(土地+建物),臺北市信義區信義路五段121~150號,14.44,其他,,,10306,土地1建物1車位0,十一層,019,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0951229,91.41,1,1,1,有,有,28800000,315064,,0.0,0
南港區,車位,臺北市南港區松河街271~300號,0.84,商,,,10307,土地0建物0車位1,地下一層,015,其他,見其他登記事項,鋼筋混凝土造,0970306,15.02,0,0,0,有,有,1450000,,坡道機械,0.0,1450000
信義區,房地(土地+建物),臺北市信義區虎林街211~240號,11.91,其他,,,10306,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0700810,108.94,3,1,2,有,無,22000000,201946,,0.0,0
南港區,房地(土地+建物),臺北市南港區忠孝東路六段391~420號,27.11,工,,,10306,土地1建物1車位0,一層，平台，騎樓,004,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0630302,77.46,1,2,1,有,無,23000000,296927,,0.0,0
信義區,房地(土地+建物),臺北市信義區紫雲街31~60號,222.0,住,,,10307,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,,154.49,4,2,3,有,無,60000000,388375,,0.0,0
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段236巷61~90號,154.29,住,,,10307,土地1建物1車位2,十三層,017,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1000112,719.66,0,0,0,無,有,536095000,831897,坡道平面,89.66,12000000
松山區,房地(土地+建物),臺北市松山區南京東路五段61~90號,17.2,商,,,10306,土地1建物1車位0,四層,014,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,,159.84,4,2,2,有,有,34000000,212713,,0.0,0
北投區,房地(土地+建物),臺北市北投區公?路63巷9弄1~30號,69.0,住,,,10305,土地1建物1車位0,全,,透天厝,住家用,加強磚造,0540720,114.24,2,1,1,有,無,15200000,133053,,0.0,0
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷31~60號,15.56,工,,,10306,土地1建物1車位0,八層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,65.41,0,0,0,無,有,10130000,154869,,0.0,0
北投區,房地(土地+建物),臺北市北投區行義路186巷31~60號,18.75,住,,,10307,土地2建物1車位0,四層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750113,79.39,1,1,1,有,有,8000000,100768,,0.0,0
士林區,車位,臺北市士林區中山北路七段81巷1~30號,5.74,住,,,10307,土地0建物0車位1,地下三層,019,其他,見使用執照,鋼筋混凝土造,0811124,37.41,0,0,0,有,有,2120000,,坡道平面,5.74,2120000
士林區,房地(土地+建物),臺北市士林區大北路61~90號,27.8,商,,,10307,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680515,71.4,3,2,1,有,無,9800000,137255,,0.0,0
士林區,房地(土地+建物),臺北市士林區中山北路六段728巷9弄1~30號,42.5,住,,,10306,土地2建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670812,118.09,3,2,2,有,無,20500000,173596,,0.0,0
士林區,房地(土地+建物),臺北市士林區中社路一段36巷1~30號,110.41,住,,,10306,土地1建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640801,102.92,4,2,2,有,無,12500000,121454,,0.0,0
士林區,房地(土地+建物),臺北市士林區中正路661~690號,25.23,住,,,10307,土地1建物1車位0,四層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0721011,133.95,3,2,2,有,有,15000000,111982,,0.0,0
士林區,房地(土地+建物),臺北市士林區克強路10巷19弄1~30號,17.95,住,,,10307,土地1建物1車位0,一層,005,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0700108,65.55,4,1,2,有,無,5200000,79329,,0.0,0
大安區,房地(土地+建物),臺北市大安區信義路三段147巷15弄1~30號,30.58,住,,,10307,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,108.53,3,2,2,有,無,28000000,257993,,0.0,0
北投區,房地(土地+建物),臺北市北投區中央北路三段91~120號,22.39,住,,,10307,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770421,100.13,3,1,1,有,無,9500000,94877,,0.0,0
北投區,房地(土地+建物),臺北市北投區知行路316巷20弄1~30號,27.71,住,,,10306,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710724,97.07,3,2,2,有,無,9000000,92717,,0.0,0
大安區,房地(土地+建物),臺北市大安區安和路二段151~180號,17.83,住,,,10307,土地1建物1車位0,九層,017,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750131,183.43,4,2,2,有,有,51180000,279017,,0.0,0
大安區,房地(土地+建物)+車位,臺北市大安區光復南路116巷1~30號,36.6,住,,,10307,土地1建物1車位1,四層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740816,203.38,4,1,2,有,有,17500000,86050,坡道平面,0.0,0
大安區,房地(土地+建物),臺北市大安區新生南路三段1~30號,13.17,商,,,10306,土地1建物1車位0,四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.01,2,1,1,有,有,30660000,205758,,0.0,0
大安區,土地,復興段一小段271~300地號,140.0,其他,,,10306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6990000,49929,,0.0,0
文山區,土地,頭廷段二小段241~270地號,113.56,其他,,,10306,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,545040,4800,,0.0,0
文山區,土地,頭廷段二小段301~330地號,24.78,其他,,,10306,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,931728,37600,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區昆明街31~60號,8.55,商,,,10307,土地1建物1車位0,八層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761221,51.269999999999996,2,1,1,有,有,8600000,167739,,0.0,0
信義區,房地(土地+建物),臺北市信義區福德街268巷7弄1~30號,34.82,住,,,10307,土地1建物1車位0,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,96.64,4,2,2,有,無,15800000,163493,,0.0,0
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段151~180號,18.53,其他,,,10307,土地1建物1車位1,七層,018,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0991112,279.36,5,2,2,有,有,77500000,277420,坡道平面,35.56,0
信義區,車位,臺北市信義區松隆路301~330號,2.2,商,,,10308,土地0建物0車位1,地下四層,014,其他,停車空間,鋼筋混凝土造,0810827,29.19,0,0,0,有,有,2500000,,坡道平面,0.0,2500000
信義區,房地(土地+建物)+車位,臺北市信義區和平東路三段435巷7弄1~30號,26.2,住,,,10305,土地1建物1車位1,一層，停車場,005,公寓(5樓含以下無電梯),,鋼筋混凝土造,,93.13,4,2,1,有,無,23460000,251906,一樓平面,0.0,0
南港區,房地(土地+建物),臺北市南港區重陽路166巷16弄1~30號,39.25,住,,,10307,土地1建物1車位0,二層,004,公寓(5樓含以下無電梯),住家用,加強磚造,0591015,67.74,2,2,1,有,無,11000000,162386,,0.0,0
信義區,房地(土地+建物)+車位,臺北市信義區松智路39巷1~30號,40.15,住,,,10307,土地2建物1車位1,八層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870501,162.06,3,2,2,有,有,40000000,246822,坡道平面,0.0,0
信義區,房地(土地+建物),臺北市信義區林口街52巷1~30號,50.25,住,,,10307,土地2建物1車位0,一層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,94.68,4,2,1,有,無,30750000,324778,,0.0,0
松山區,房地(土地+建物),臺北市松山區撫遠街383巷1~30號,34.75,其他,,,10302,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630318,91.73,4,3,2,有,無,15800000,172245,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段387巷1~30號,42.23,住,,,10307,土地1建物1車位1,六層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830309,207.4,4,2,2,有,有,39200000,188998,坡道平面,35.96,0
士林區,土地,永新段二小段511~540地號,1.2,住,,,10307,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,530000,441667,,0.0,0
大安區,土地,仁愛段六小段421~450地號,18.67,住,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8600000,460632,,0.0,0
大安區,房地(土地+建物),臺北市大安區樂利路86巷1~30號,43.25,住,,,10307,土地1建物1車位0,一層,004,店面(店鋪),住家用,鋼筋混凝土造,,86.5,0,0,0,無,無,52000000,601156,,0.0,0
北投區,房地(土地+建物),臺北市北投區吉利街320巷4弄1~30號,23.12,住,,,10307,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600317,56.96,4,0,4,有,無,8900000,156250,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區中庸一路1~30號,152.08,其他,,,10306,土地2建物1車位2,十層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831003,327.40999999999997,4,2,2,有,有,39500000,120644,坡道平面,0.0,0
士林區,車位,臺北市士林區忠義街121~150號,0.37,住,,,10307,土地0建物0車位1,地下三層,015,其他,見使用執照,鋼筋混凝土造,0800514,45.61,0,0,0,有,有,2500000,,坡道平面,45.25,2500000
士林區,房地(土地+建物),臺北市士林區福國路1~30號,21.23,住,,,10306,土地1建物2車位0,一層,011,店面(店鋪),住家用,鋼筋混凝土造,0671218,145.88,0,2,2,有,有,65000000,445572,,0.0,0
北投區,土地,行義段三小段241~270地號,6.28,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1375320,219000,,0.0,0
北投區,車位,臺北市北投區光明路181~210號,2.45,其他,,,10308,土地0建物0車位1,一層,014,其他,見其他登記事項,鋼筋混凝土造,0940322,16.88,0,0,0,有,有,2200000,,坡道平面,16.88,2200000
士林區,房地(土地+建物),臺北市士林區中山北路七段14巷1~30號,20.08,住,,,10307,土地1建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670707,86.99,3,2,2,有,有,18500000,212668,,0.0,0
士林區,房地(土地+建物),臺北市士林區中山北路七段114巷31~60號,45.25,住,,,10307,土地1建物1車位0,一層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660120,147.3,5,2,2,有,無,26000000,176511,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷31~60號,53.74,住,,,10307,土地1建物1車位1,七層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,207.43,3,2,2,有,有,12631004,60893,坡道平面,0.0,0
內湖區,房地(土地+建物),臺北市內湖區民權東路六段280巷31~60號,8.93,住,,,10307,土地1建物1車位0,地下一層,009,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0860812,34.0,2,1,1,有,有,4200000,123529,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區敬業二路69巷31~60號,6.66,商,,,10307,土地1建物1車位1,六層,010,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0961218,47.91,1,1,1,有,有,7580000,158213,坡道平面,20.9,0
中山區,房地(土地+建物)+車位,臺北市中山區南京東路一段31~60號,8.97,商,,,10308,土地1建物1車位2,十三層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001230,136.45,1,1,1,有,有,31000000,227189,升降機械,35.76,0
中山區,房地(土地+建物),臺北市中山區民權東路二段135巷30弄1~30號,30.32,住,,,10307,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680815,142.79999999999998,3,2,2,有,無,22000000,154062,,0.0,0
中山區,土地,大佳段二小段841~870地號,15.37,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,237000,15420,,0.0,0
中山區,土地,大佳段二小段841~870地號,50.04,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,771300,15414,,0.0,0
中山區,土地,大佳段二小段841~870地號,15.37,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,237000,15420,,0.0,0
中山區,土地,大佳段二小段841~870地號,15.37,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,237000,15420,,0.0,0
中山區,土地,大佳段二小段841~870地號,46.87,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,722455,15414,,0.0,0
中山區,土地,大佳段二小段841~870地號,16.64,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,256200,15397,,0.0,0
南港區,房地(土地+建物),臺北市南港區八德路四段871~900號,6.58,商,,,10306,土地1建物1車位0,七層,016,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841219,60.06,2,1,1,有,有,12680000,211087,,0.0,0
中正區,土地,永昌段四小段631~660地號,15.54,住,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,86517,5567,,0.0,0
大安區,車位,臺北市大安區忠孝東路三段1~30號,0.35,商,,,10308,土地0建物0車位1,一層,015,其他,見其他登記事項,鋼骨鋼筋混凝土造,0960515,14.899999999999999,0,0,0,有,有,1500000,,升降機械,0.0,1500000
大安區,房地(土地+建物),臺北市大安區復興南路二段151巷1~30號,15.43,住,,,10307,土地1建物1車位0,六層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,112.44999999999999,3,2,2,有,有,28000000,249000,,0.0,0
大安區,房地(土地+建物)+車位,臺北市大安區復興南路一段361~390號,16.48,商,,,10307,土地2建物1車位1,四層,016,辦公商業大樓,商業用,鋼筋混凝土造,,215.79,0,0,0,無,有,60000000,278048,坡道平面,0.0,0
大安區,房地(土地+建物),臺北市大安區安和路一段61~90號,22.05,住,,,10303,土地1建物1車位0,四層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.38000000000002,0,0,0,無,無,64800000,328301,,0.0,0
大安區,房地(土地+建物),臺北市大安區光復南路204巷1~30號,15.92,商,,,10307,土地7建物1車位0,四層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.21,3,2,2,有,有,20000000,167771,,0.0,0
大安區,房地(土地+建物),臺北市大安區忠孝東路三段211~240號,21.2,住,,,10307,土地2建物1車位0,七層,014,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0760423,116.22999999999999,3,2,2,有,有,30380000,261378,,0.0,0
大安區,房地(土地+建物),臺北市大安區和平東路二段311巷31~60號,24.93,住,,,10307,土地1建物1車位0,三層,017,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0740522,127.0,3,2,2,有,有,28800000,226772,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區立農街二段241~270號,14.23,住,,,10307,土地1建物1車位1,五層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850309,72.05,1,1,1,有,有,12400000,172103,坡道平面,0.0,0
士林區,土地,平等段三小段1~30地號,2676.45,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8090000,3023,,0.0,0
士林區,房地(土地+建物),臺北市士林區延平北路五段61~90號,98.0,商,,,10307,土地3建物1車位0,全,002,透天厝,住家用,加強磚造,0491203,158.1,2,2,2,有,無,42688800,270011,,0.0,0
北投區,土地,八仙段一小段271~300地號,3733.67,農,,,10306,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,271000000,72583,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區重慶北路四段181~210號,21.83,住,,,10306,土地1建物1車位2,十二層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020711,266.78999999999996,4,2,2,有,有,42000000,189970,坡道平面,69.4,4500000
士林區,土地,福林段二小段91~120地號,15.69,其他,,,10306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,199500,12715,,0.0,0
士林區,土地,福林段二小段61~90地號,8.51,其他,,,10306,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,87360,10266,,0.0,0
士林區,土地,福林段二小段91~120地號,611.9,其他,,,10305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7774620,12706,,0.0,0
士林區,土地,福林段二小段61~90地號,331.86,其他,,,10305,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3414180,10288,,0.0,0
北投區,土地,豐年段三小段511~540地號,540.0,農,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22860000,42333,,0.0,0
北投區,土地,關渡段一小段121~150地號,2396.33,其他,,,10307,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,62000000,25873,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段40巷34弄1~30號,15.21,住,,,10308,土地1建物1車位1,三層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990806,92.17,1,1,1,有,有,11200000,121515,升降機械,0.0,0
士林區,土地,富安段三小段301~330地號,112.35,其他,,,10307,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8152800,72566,,0.0,0
士林區,土地,溪洲段三小段661~690地號,26.42,其他,,,10308,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1120000,42392,,0.0,0
信義區,車位,臺北市信義區莊敬路451~480號,0.65,商,,,10307,土地0建物0車位1,地下層,007,其他,見使用執照,鋼筋混凝土造,,26.5,0,0,0,有,有,2500000,,坡道平面,26.51,2500000
信義區,土地,福德段四小段241~270地號,4137.0,其他,,,10305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19860000,4801,,0.0,0
