鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
中正區,房地(土地+建物),臺北市中正區晉江街91~120號,31.08,住,,,10307,土地1建物1車位0,五層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961008,107.27,3,2,2,有,無,24000000,223735,,0.0,0
文山區,土地,頭廷段三小段151~180地號,1145.5,其他,,,10307,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,580000,506,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段121~150號,24.82,商,,,10307,土地2建物1車位2,十一層，見其他登記事項,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030108,188.48,2,2,2,有,無,37200000,197368,其他,26.2,0
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段121~150號,26.19,商,,,10307,土地2建物1車位2,十一層，見其他登記事項,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030108,200.82,2,2,2,有,無,39800000,198187,其他,26.2,0
文山區,房地(土地+建物),臺北市文山區福興路91~120號,17.86,住,,,10305,土地1建物1車位0,二層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910912,70.02,2,2,1,有,無,8300000,118538,,0.0,0
文山區,車位,臺北市文山區木新路三段95巷1~30號,0.42,住,,,10307,土地0建物0車位1,地下二層,013,其他,停車空間,鋼筋混凝土造,0990324,37.28,0,0,0,有,有,2300000,,坡道平面,37.28,2300000
文山區,房地(土地+建物),臺北市文山區和興路44巷1弄1~30號,46.77,住,,,10304,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720809,128.8,3,2,2,有,無,15000000,116460,,0.0,0
文山區,房地(土地+建物),臺北市文山區景文街1~30號,5.93,商,,,10307,土地1建物1車位0,十三層,013,套房(1房1廳1衛),住家用,鋼筋混凝土造,0931105,35.84,1,1,1,有,有,8000000,223214,,0.0,0
文山區,建物,臺北市文山區試院路1巷1~30號,0.0,,,,10308,土地0建物2車位25,一層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,234.28,0,0,0,無,有,53632800,228926,升降機械,145.5,0
文山區,房地(土地+建物),臺北市文山區萬安街61~90號,32.0,住,,,10307,土地1建物1車位0,一層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0720728,75.95,3,2,1,有,有,12560000,165372,,0.0,0
文山區,房地(土地+建物),臺北市文山區恆光街51巷1~30號,46.92,住,,,10307,土地1建物1車位0,六層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790920,187.38,3,2,2,有,無,23600000,125947,,0.0,0
大同區,房地(土地+建物),臺北市大同區哈密街23巷1~30號,50.78,住,,,10307,土地3建物1車位0,二層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960523,181.82999999999998,3,2,2,有,有,30250000,166364,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路423巷91~120號,28.14,住,,,10307,土地2建物1車位1,三層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0860415,143.74,3,2,2,有,有,23980000,166829,坡道平面,0.0,0
大同區,房地(土地+建物),臺北市大同區承德路二段121~150號,57.0,住,,,10308,土地1建物1車位0,全,003,透天厝,,加強磚造,,87.76,3,2,3,有,無,45000000,512762,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路一段151~180號,11.96,商,,,10307,土地1建物1車位1,十層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941007,172.44,3,2,2,有,有,42000000,243563,升降機械,32.41,0
大同區,房地(土地+建物),臺北市大同區重慶北路二段61~90號,7.3,商,,,10307,土地1建物1車位0,十層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720131,76.8,0,0,0,無,有,12700000,165365,,0.0,0
萬華區,土地,莒光段三小段481~510地號,2.4,住,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,416667,,0.0,0
萬華區,土地,莒光段三小段481~510地號,55.0,住,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,25000000,454545,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區西藏路115巷8弄1~30號,9.96,住,,,10307,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),,鋼筋混凝土造,,18.96,3,2,1,有,無,1800000,94937,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區雙園街40巷1~30號,52.0,住,,,10307,土地2建物2車位0,二層，露台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,140.37,3,3,2,有,無,17600000,125383,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區雙園街1~30號,16.29,商,,,10307,土地1建物1車位0,一層,005,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0690620,98.74,3,1,4,有,無,14650000,148369,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區華西街21巷1~30號,13.4,商,,,10306,土地2建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600715,48.93,3,1,3,有,無,5800000,118537,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區康定路61~90號,21.0,商,,,10307,土地2建物1車位0,一層，騎樓,011,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780613,47.650000000000006,0,0,1,無,有,11500000,241343,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷61~90號,41.39,住,,,10307,土地1建物1車位1,十一層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,159.86,3,2,2,有,有,25000000,156387,坡道平面,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷61~90號,41.39,住,,,10307,土地1建物1車位1,五層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,159.8,3,2,2,有,有,22000000,137672,坡道平面,0.0,0
中山區,房地(土地+建物),臺北市中山區松江路91~120號,3.72,商,,,10307,土地1建物1車位0,九層,012,套房(1房1廳1衛),商業用,鋼筋混凝土造,0710703,46.69,1,1,1,有,有,12200000,261298,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段16巷1~30號,39.46,商,,,10307,土地1建物1車位2,八層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930629,251.43,4,2,2,有,有,71000000,282385,坡道平面,0.0,0
中山區,房地(土地+建物),臺北市中山區民權東路一段31~60號,5.37,商,,,10307,土地1建物1車位0,七層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,48.489999999999995,1,1,1,有,有,12000000,247474,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區民權東路六段121~150號,3.2,商,,,10307,土地1建物1車位0,六層,014,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980106,39.25,1,1,1,有,有,7120000,181401,,0.0,0
中山區,房地(土地+建物),臺北市中山區農安街1~30號,4.32,商,,,10308,土地1建物1車位0,九層,011,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0931117,37.019999999999996,1,1,1,有,有,11450000,309292,,0.0,0
內湖區,土地,文德段二小段601~630地號,204.0,住,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,46200000,226471,,0.0,0
中山區,房地(土地+建物),臺北市中山區錦州街31~60號,2.83,商,,,10307,土地2建物1車位0,十層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730927,31.01,1,0,1,有,有,3600000,116092,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區松江路38巷31~60號,34.5,住,,,10307,土地2建物1車位1,五層,005,其他,住家用,鋼筋混凝土造,0831205,167.44,3,2,2,有,有,27600000,164835,升降平面,0.0,0
內湖區,土地,碧山段一小段241~270地號,7718.28,其他,,,10307,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15436560,2000,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區安康路434巷20弄1~30號,16.92,住,,,10306,土地1建物1車位1,六層，夾層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860729,70.44999999999999,2,2,2,有,有,10500000,149042,升降機械,0.0,0
中山區,房地(土地+建物),臺北市中山區新生北路二段61~90號,3.2,商,,,10307,土地1建物1車位0,二層,012,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970925,28.07,1,1,1,有,有,6000000,213751,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區安泰街80巷1~30號,24.76,住,,,10307,土地3建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690808,78.02,3,2,2,有,無,7800000,99974,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區民權東路六段296巷61~90號,39.67,住,,,10306,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770712,111.03,3,2,2,有,無,19000000,171125,,0.0,0
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷1~30號,5.92,商,,,10307,土地1建物1車位0,十一層,012,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970813,63.9,1,1,1,有,有,13000000,203443,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區安泰街61~90號,38.16,住,,,10308,土地1建物1車位33,六層，見其他登記事項,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970619,872.62,4,3,3,有,有,63000000,183494,坡道機械,627.38,18000000
中山區,房地(土地+建物)+車位,臺北市中山區長春路301~330號,13.78,商,,,10307,土地1建物1車位1,三層,011,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0820309,98.28,2,1,1,有,有,17500000,178063,坡道機械,16.49,0
中山區,房地(土地+建物),臺北市中山區中山北路一段83巷1~30號,9.22,住,,,10307,土地1建物1車位0,五層,009,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0670116,79.2,0,0,0,無,有,11300000,142677,,0.0,0
中山區,房地(土地+建物),臺北市中山區中山北路二段77巷31~60號,7.1,商,,,10308,土地1建物1車位0,三層,012,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0680813,74.10000000000001,2,2,1,有,有,10300000,139001,,0.0,0
松山區,房地(土地+建物),臺北市松山區富錦街391~420號,75.0,住,,,10306,土地1建物1車位0,四層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,153.78,4,2,2,有,無,43800000,284822,,0.0,0
松山區,車位,臺北市松山區民生東路五段151~180號,2.95,商,,,10308,土地0建物0車位1,地下二層,016,其他,見使用執照,鋼筋混凝土造,0720915,32.96,0,0,0,有,有,3200000,,坡道平面,32.96,3200000
松山區,土地,延吉段三小段391~420地號,3.08,其他,,,10308,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,100000,32468,,0.0,0
松山區,房地(土地+建物),臺北市松山區南京東路五段250巷1~30號,42.17,住,,,10306,土地1建物1車位0,四層，陽台,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,166.43,3,2,2,有,無,30680000,184342,,0.0,0
南港區,車位,臺北市南港區八德路四段781~810號,1.4,其他,,,10307,土地0建物0車位3,地下層,005,其他,見使用執照,鋼筋混凝土造,0750205,97.82000000000001,0,0,0,有,無,5100000,,坡道平面,97.77,5100000
松山區,房地(土地+建物),臺北市松山區新中街2巷1~30號,46.65,住,,,10306,土地1建物4車位0,一層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,89.42,0,0,0,無,無,27860000,311563,,0.0,0
信義區,房地(土地+建物),臺北市信義區中坡南路121~150號,2.45,其他,,,10307,土地1建物1車位0,一層,004,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,,8.55,0,0,0,無,無,800000,93567,,0.0,0
松山區,車位,臺北市松山區延吉街1~30號,2.53,住,,,10307,土地0建物0車位1,地下二層,007,其他,見使用執照,鋼筋混凝土造,0800426,30.85,0,0,0,有,有,1700000,,升降平面,30.85,1700000
松山區,房地(土地+建物),臺北市松山區撫遠街400巷1~30號,32.38,住,,,10307,土地1建物1車位0,一層，平台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640222,105.58,3,2,2,有,無,16800000,159121,,0.0,0
信義區,土地,永春段三小段181~210地號,61.0,住,,,10306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15000000,245902,,0.0,0
松山區,房地(土地+建物)+車位,臺北市松山區仁慈里敦化南路一段100巷7弄1~30號,25.92,住,,,10307,土地1建物2車位2,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030521,151.86,3,2,2,有,無,49000000,331773,塔式車位,19.38,5050000
南港區,土地,向陽段1~30地號,68.83,住,,,10308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11562936,167993,,0.0,0
松山區,房地(土地+建物),臺北市松山區民權東路五段91~120號,29.42,住,,,10307,土地2建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670321,89.6,3,2,2,有,無,15800000,176339,,0.0,0
信義區,房地(土地+建物),臺北市信義區基隆路一段1~30號,39.11,商,,,10007,土地5建物4車位0,五層,013,店面(店鋪),住家用,鋼筋混凝土造,1021107,366.04,0,0,0,無,有,29260000,79937,,0.0,0
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段1~30號,30.1,商,,,10007,土地5建物2車位3,八層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021107,339.7,2,1,1,有,有,29620000,79942,坡道平面,63.0,7500000
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段1~30號,10.49,商,,,10007,土地5建物1車位1,八層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021107,118.38,1,1,1,有,有,10280000,79893,坡道平面,21.0,2500000
北投區,房地(土地+建物),臺北市北投區致遠一路二段12巷5弄1~30號,118.0,住,,,10307,土地1建物1車位0,全,003,透天厝,住商用,加強磚造,0600913,244.47,5,5,4,有,無,52000000,212705,,0.0,0
北投區,土地,文林段三小段661~690地號,11.34,其他,,,10308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1759000,155115,,0.0,0
北投區,房地(土地+建物),臺北市北投區溫泉路121~150號,33.0,其他,,,10307,土地1建物1車位0,三層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640916,93.6,2,2,1,有,無,5880000,62821,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區中央南路二段1~30號,10.11,工,,,10307,土地1建物1車位1,九層,013,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0970523,88.02,1,1,1,有,有,10700000,121563,坡道平面,28.29,0
士林區,土地,溪洲段一小段301~330地號,22.0,其他,,,10308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1490000,67727,,0.0,0
北投區,房地(土地+建物),臺北市北投區公?路209巷36弄1~30號,32.08,住,,,10307,土地1建物1車位0,六層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0600505,126.0,4,2,2,有,有,11000000,87302,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區德行東路358巷30弄1~30號,52.47,住,,,10307,土地1建物1車位1,四層，五層，屋頂突出物，夾層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770309,171.6,3,2,3,有,有,22300000,129946,坡道平面,25.98,0
士林區,土地,中洲段541~570地號,164.85,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13963600,84705,,0.0,0
北投區,土地,豐年段一小段811~840地號,248.0,農,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13500000,54435,,0.0,0
北投區,房地(土地+建物),臺北市北投區中和街398巷5弄1~30號,15.76,住,,,10308,土地4建物1車位0,四層,010,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840622,33.86,1,1,1,有,有,3600000,106320,,0.0,0
士林區,土地,新安段四小段421~450地號,1271.01,住,,,10308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,57000000,44846,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區行義路10巷1~30號,18.38,其他,,,10305,土地1建物1車位1,十層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821224,202.01,3,2,2,有,有,4900000,24255,坡道平面,40.54,0
北投區,土地,行義段三小段301~330地號,16.58,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,3650000,220145,,0.0,0
士林區,房地(土地+建物),臺北市士林區中山北路六段157巷8弄1~30號,40.08,住,,,10307,土地1建物1車位0,一層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770806,163.57000000000002,3,1,1,有,無,49880000,304946,,0.0,0
士林區,房地(土地+建物),臺北市士林區福港街277巷10弄1~30號,39.4,住,,,10307,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671019,107.26,3,2,1,有,無,17000000,158493,,0.0,0
士林區,土地,溪洲段三小段361~390地號,63.03,其他,,,10307,土地11建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4380400,69497,,0.0,0
士林區,土地,富安段二小段271~300地號,122.68,其他,,,10306,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6310400,51438,,0.0,0
大安區,房地(土地+建物),臺北市大安區安居街108巷1~30號,38.0,住,,,10307,土地1建物1車位0,一層,007,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0711011,200.33,6,2,3,有,無,11000000,54909,,0.0,0
大安區,車位,臺北市大安區金山南路二段1~30號,0.42,住,,,10308,土地0建物0車位2,見使用執照,012,其他,見使用執照,鋼筋混凝土造,0700619,76.31,0,0,0,有,有,4000000,,坡道平面,76.32,4000000
大安區,房地(土地+建物),臺北市大安區潮州街60巷1~30號,12.47,住,,,10307,土地1建物1車位0,五層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980206,57.39,2,1,1,有,有,16900000,294476,,0.0,0
